,Fund,Earning,Value,Market,Commission,Tax
2015-12-31,223067.2,80460.04,303527.24,154416.11,2637.37,2089.18
2016-01-01,457567.2,80460.59,538027.79,154419.5,2637.42,2089.18
2016-01-02,457567.2,80460.59,538027.79,154419.5,2637.42,2089.18
2016-01-03,457567.2,80460.59,538027.79,154419.5,2637.42,2089.18
2016-01-04,457567.2,73200.68,530767.88,237308.85,2671.21,2116.18
2016-01-05,457567.2,75215.98,532783.18,226899.73,2685.65,2127.18
2016-01-06,457567.2,76766.24,534333.44,236518.38,2691.84,2136.18
2016-01-07,457567.2,63916.99,521484.19,259943.28,2716.48,2173.18
2016-01-08,457567.2,64581.81,522149.01,276754.63,2723.34,2190.18
2016-01-09,457567.2,64588.63,522155.83,276875.4,2724.42,2190.18
2016-01-10,457567.2,65080.82,522648.02,297886.41,2760.61,2211.73
2016-01-11,457567.2,54984.92,512552.12,331726.07,2792.96,2244.15
2016-01-12,457567.2,56759.0,514326.2,350975.31,2799.1,2262.15
2016-01-13,457567.2,53136.22,510703.42,334072.83,2861.79,2262.15
2016-01-14,457567.2,55830.54,513397.74,331182.17,2873.62,2278.15
2016-01-15,457567.2,45786.11,503353.31,321457.19,2876.91,2278.15
2016-01-16,457567.2,45780.76,503347.96,321587.5,2878.31,2278.15
2016-01-17,457567.2,45782.51,503349.71,321544.86,2877.85,2278.15
2016-01-18,457567.2,43082.51,500649.71,318844.86,2877.85,2278.15
2016-01-19,457567.2,47973.9,505541.1,327093.58,2884.47,2282.15
2016-01-20,457567.2,39611.4,497178.6,350961.19,2902.53,2282.15
2016-01-21,457567.2,36466.06,494033.26,347955.47,2903.63,2282.15
2016-01-22,457567.2,44433.34,502000.54,355722.35,2902.05,2282.15
2016-01-23,457567.2,44430.42,501997.62,355307.14,2898.81,2282.15
2016-01-24,457567.2,44431.45,501998.65,355452.71,2899.95,2282.15
2016-01-25,457567.2,44002.75,501569.95,329763.19,2908.2,2282.15
2016-01-26,457567.2,39721.53,497288.73,351400.91,2942.77,2309.85
2016-01-27,457567.2,35982.3,493549.5,347740.81,2943.55,2309.85
2016-01-28,457567.2,34024.44,491591.64,325520.52,3077.24,2309.85
2016-01-29,457567.2,42964.81,500532.01,334450.3,3077.09,2309.85
2016-01-30,457567.2,42966.36,500533.56,334403.15,3076.41,2309.85
2016-01-31,457567.2,42969.13,500536.33,334319.1,3075.2,2309.85
2016-02-01,457567.2,41983.47,499550.67,333333.44,3075.2,2309.85
2016-02-02,457567.2,36750.74,494317.94,323203.68,3098.1,2332.85
2016-02-03,457567.2,30154.68,487721.88,316784.42,3100.57,2332.85
2016-02-04,457567.2,38687.59,496254.79,325370.27,3101.3,2332.85
2016-02-05,457567.2,36078.87,493646.07,322646.15,3099.7,2332.85
2016-02-06,457567.2,36070.54,493637.74,322721.45,3100.86,2332.85
2016-02-07,457567.2,36075.28,493642.48,322678.56,3100.2,2332.85
2016-02-08,457567.2,32624.58,490191.78,319227.86,3100.2,2332.85
2016-02-09,457567.2,31787.1,489354.3,318416.85,3100.57,2332.85
2016-02-10,457567.2,30951.92,488519.12,317638.83,3101.36,2332.85
2016-02-11,457567.2,19536.33,477103.53,319898.66,3107.02,2346.85
2016-02-12,457567.2,17084.72,474651.92,350847.7,3142.22,2385.85
2016-02-13,457567.2,17089.35,474656.55,350815.15,3141.8,2385.85
2016-02-14,457567.2,17089.35,474656.55,350815.15,3141.8,2385.85
2016-02-15,457567.2,28019.35,485586.55,361745.15,3141.8,2385.85
2016-02-16,457567.2,40786.12,498353.32,374450.85,3141.11,2385.85
2016-02-17,457567.2,39808.7,497375.9,373545.12,3141.92,2385.85
2016-02-18,457567.2,46581.92,504149.12,380258.6,3141.25,2385.85
2016-02-19,457567.2,46128.05,503695.25,386658.99,3148.07,2385.85
2016-02-20,457567.2,46130.39,503697.59,386580.56,3147.21,2385.85
2016-02-21,457567.2,46130.26,503697.46,386584.69,3147.26,2385.85
2016-02-22,457567.2,53607.22,511174.42,383925.43,3159.04,2397.85
2016-02-23,457567.2,53455.53,511022.73,385382.91,3164.36,2399.85
2016-02-24,457567.2,57891.27,515458.47,367261.64,3178.63,2413.85
2016-02-25,457567.2,54558.08,512125.28,353224.08,3192.69,2418.85
2016-02-26,457567.2,64262.96,521830.16,362925.65,3192.65,2418.85
2016-02-27,457567.2,64266.73,521833.93,362952.6,3192.97,2418.85
2016-02-28,457567.2,64270.86,521838.06,362982.12,3193.32,2418.85
2016-02-29,457567.2,59949.38,517516.58,368016.18,3199.54,2437.79
2016-03-01,457567.2,64058.22,521625.42,375444.24,3222.8,2451.79
2016-03-02,457567.2,76039.72,533606.92,387369.49,3222.03,2451.79
2016-03-03,457567.2,77967.88,535535.08,389331.84,3222.5,2451.79
2016-03-04,457567.2,82403.85,539971.05,393730.31,3221.98,2451.79
2016-03-05,457567.2,82389.15,539956.35,393640.6,3220.94,2451.78
2016-03-06,457567.2,82386.99,539954.19,393627.41,3220.79,2451.78
2016-03-07,457567.2,86083.35,543650.55,397323.78,3220.79,2451.78
2016-03-08,457567.2,77948.07,535515.27,389201.93,3234.34,2483.78
2016-03-09,457567.2,76096.65,533663.85,375467.54,3241.29,2495.78
2016-03-10,457567.2,73076.6,530643.8,372640.31,3259.79,2495.78
2016-03-11,457567.2,76180.45,533747.65,375728.72,3259.58,2495.78
2016-03-12,457567.2,76166.71,533733.91,375648.8,3258.67,2495.77
2016-03-13,457567.2,76169.92,533737.12,375667.45,3258.88,2495.77
2016-03-14,457567.2,81850.58,539417.78,381348.11,3258.88,2495.77
2016-03-15,457567.2,75365.15,532932.35,374861.57,3258.86,2495.77
2016-03-16,457567.2,77033.5,534600.7,386801.37,3265.37,2495.77
2016-03-17,457567.2,81379.44,538946.64,391174.89,3265.75,2495.78
2016-03-18,457567.2,86593.31,544160.51,396306.03,3264.6,2495.77
2016-03-19,457567.2,86591.55,544158.75,396294.34,3264.47,2495.77
2016-03-20,457567.2,86594.68,544161.88,396315.12,3264.71,2495.77
2016-03-21,457567.2,91614.23,549181.43,401334.67,3264.71,2495.77
2016-03-22,457567.2,87131.07,544698.27,396831.65,3264.44,2495.77
2016-03-23,457567.2,85390.0,542957.2,395077.36,3264.25,2495.77
2016-03-24,457567.2,82713.28,540280.48,392426.0,3264.6,2495.77
2016-03-25,457567.2,82719.87,540287.07,392474.5,3265.18,2495.77
2016-03-26,457567.2,82717.27,540284.47,392455.35,3264.96,2495.77
2016-03-27,457567.2,82718.48,540285.68,392464.29,3265.06,2495.77
2016-03-28,457567.2,79692.59,537259.79,389438.4,3265.06,2495.77
2016-03-29,457567.2,80810.63,538377.83,390542.1,3264.86,2495.77
2016-03-30,457567.2,85958.56,543525.76,362783.57,3291.12,2530.66
2016-03-31,457567.2,89684.43,547251.63,341205.37,3355.16,2659.66
2016-04-01,457567.2,83536.97,541104.17,324566.8,3361.85,2659.66
2016-04-02,457567.2,83535.2,541102.4,324554.0,3361.7,2659.66
2016-04-03,457567.2,83533.96,541101.16,324545.04,3361.59,2659.66
2016-04-04,457567.2,86713.23,544280.43,327724.3,3361.59,2659.66
2016-04-05,457567.2,82868.62,540435.82,323875.29,3361.53,2659.66
2016-04-06,457567.2,89922.91,547490.11,317904.83,3380.95,2694.66
2016-04-07,457567.2,80857.61,538424.81,292336.08,3398.97,2712.11
2016-04-08,457567.2,81768.56,539335.76,293269.08,3399.27,2712.11
2016-04-09,457567.2,81767.06,539334.26,293260.97,3399.18,2712.11
2016-04-10,457567.2,81768.81,539336.01,293270.44,3399.29,2712.11
2016-04-11,457567.2,90982.03,548549.23,292936.16,3451.79,2712.11
