Date,Fund,Earning,Market,Value,Commission,Tax
2015-12-31,223067.2,80460.04,154416.11,303527.24,2637.37,2089.18
2016-01-01,457567.2,80460.59,154419.5,538027.79,2637.42,2089.18
2016-01-02,457567.2,80460.59,154419.5,538027.79,2637.42,2089.18
2016-01-03,457567.2,80460.59,154419.5,538027.79,2637.42,2089.18
2016-01-04,457567.2,73200.68,237308.85,530767.88,2671.21,2116.18
2016-01-05,457567.2,75215.98,226899.73,532783.18,2685.65,2127.18
2016-01-06,457567.2,76766.25,236518.38,534333.45,2691.84,2136.18
2016-01-07,457567.2,63916.99,259943.28,521484.19,2716.48,2173.18
2016-01-08,457567.2,64581.82,276754.63,522149.02,2723.34,2190.18
2016-01-09,457567.2,64588.64,276875.4,522155.84,2724.42,2190.18
2016-01-10,457567.2,65080.82,297886.41,522648.02,2760.61,2211.73
2016-01-11,457567.2,54984.93,331726.07,512552.13,2792.96,2244.15
2016-01-12,457567.2,56759.02,350975.31,514326.22,2799.1,2262.15
2016-01-13,457567.2,53136.23,334072.83,510703.43,2861.79,2262.15
2016-01-14,457567.2,55830.55,331182.17,513397.75,2873.62,2278.15
2016-01-15,457567.2,45786.12,321457.19,503353.32,2876.91,2278.15
2016-01-16,457567.2,45780.77,321587.5,503347.97,2878.31,2278.15
2016-01-17,457567.2,45782.52,321544.86,503349.72,2877.85,2278.15
2016-01-18,457567.2,43082.52,318844.86,500649.72,2877.85,2278.15
2016-01-19,457567.2,47973.9,327093.58,505541.1,2884.47,2282.15
2016-01-20,457567.2,39611.41,350961.19,497178.61,2902.53,2282.15
2016-01-21,457567.2,36466.07,347955.47,494033.27,2903.63,2282.15
2016-01-22,457567.2,44433.35,355722.35,502000.55,2902.05,2282.15
2016-01-23,457567.2,44430.43,355307.14,501997.63,2898.81,2282.15
2016-01-24,457567.2,44431.46,355452.71,501998.66,2899.95,2282.15
2016-01-25,457567.2,44002.76,329763.19,501569.96,2908.2,2282.15
2016-01-26,457567.2,39721.54,351400.91,497288.74,2942.77,2309.85
2016-01-27,457567.2,35982.31,347740.81,493549.51,2943.55,2309.85
2016-01-28,457567.2,34024.46,325520.52,491591.66,3077.24,2309.85
2016-01-29,457567.2,42964.82,334450.3,500532.02,3077.09,2309.85
2016-01-30,457567.2,42966.37,334403.15,500533.57,3076.41,2309.85
2016-01-31,457567.2,42969.14,334319.1,500536.34,3075.2,2309.85
2016-02-01,457567.2,41983.48,333333.44,499550.68,3075.2,2309.85
2016-02-02,457567.2,36750.75,323203.68,494317.95,3098.1,2332.85
2016-02-03,457567.2,30154.69,316784.42,487721.89,3100.57,2332.85
2016-02-04,457567.2,38687.61,325370.27,496254.81,3101.3,2332.85
2016-02-05,457567.2,36078.88,322646.15,493646.08,3099.7,2332.85
2016-02-06,457567.2,36070.54,322721.45,493637.74,3100.86,2332.85
2016-02-07,457567.2,36075.29,322678.56,493642.49,3100.2,2332.85
2016-02-08,457567.2,32624.59,319227.86,490191.79,3100.2,2332.85
2016-02-09,457567.2,31787.11,318416.85,489354.31,3100.57,2332.85
2016-02-10,457567.2,30951.93,317638.83,488519.13,3101.36,2332.85
2016-02-11,457567.2,19536.34,319898.66,477103.54,3107.02,2346.85
2016-02-12,457567.2,17084.73,350847.7,474651.93,3142.22,2385.85
2016-02-13,457567.2,17089.36,350815.15,474656.56,3141.8,2385.85
2016-02-14,457567.2,17089.36,350815.15,474656.56,3141.8,2385.85
2016-02-15,457567.2,28019.36,361745.15,485586.56,3141.8,2385.85
2016-02-16,457567.2,40786.13,374450.85,498353.33,3141.11,2385.85
2016-02-17,457567.2,39808.71,373545.12,497375.91,3141.92,2385.85
2016-02-18,457567.2,46581.93,380258.6,504149.13,3141.25,2385.85
2016-02-19,457567.2,46128.06,386658.99,503695.26,3148.07,2385.85
2016-02-20,457567.2,46130.4,386580.56,503697.6,3147.21,2385.85
2016-02-21,457567.2,46130.28,386584.69,503697.48,3147.26,2385.85
2016-02-22,457567.2,53607.23,383925.43,511174.43,3159.04,2397.85
2016-02-23,457567.2,53455.54,385382.91,511022.74,3164.36,2399.85
2016-02-24,457567.2,57891.28,367261.64,515458.48,3178.63,2413.85
2016-02-25,457567.2,54558.09,353224.08,512125.29,3192.69,2418.85
2016-02-26,457567.2,64262.97,362925.65,521830.17,3192.65,2418.85
2016-02-27,457567.2,64266.74,362952.6,521833.94,3192.97,2418.85
2016-02-28,457567.2,64270.87,362982.12,521838.07,3193.32,2418.85
2016-02-29,457567.2,59949.39,368016.18,517516.59,3199.54,2437.79
2016-03-01,457567.2,64058.23,375444.24,521625.43,3222.8,2451.79
2016-03-02,457567.2,76039.73,387369.49,533606.93,3222.03,2451.79
2016-03-03,457567.2,77967.89,389331.84,535535.09,3222.5,2451.79
2016-03-04,457567.2,82403.86,393730.31,539971.06,3221.98,2451.79
2016-03-05,457567.2,82389.16,393640.6,539956.36,3220.94,2451.78
2016-03-06,457567.2,82387.0,393627.41,539954.2,3220.79,2451.78
2016-03-07,457567.2,86083.36,397323.78,543650.56,3220.79,2451.78
2016-03-08,457567.2,77948.08,389201.93,535515.28,3234.34,2483.78
2016-03-09,457567.2,76096.67,375467.54,533663.87,3241.29,2495.78
2016-03-10,457567.2,73076.61,372640.31,530643.81,3259.79,2495.78
2016-03-11,457567.2,76180.46,375728.72,533747.66,3259.58,2495.78
2016-03-12,457567.2,76166.73,375648.8,533733.93,3258.67,2495.77
2016-03-13,457567.2,76169.93,375667.45,533737.13,3258.88,2495.77
2016-03-14,457567.2,81850.59,381348.11,539417.79,3258.88,2495.77
2016-03-15,457567.2,75365.16,374861.57,532932.36,3258.86,2495.77
2016-03-16,457567.2,77033.51,386801.37,534600.71,3265.37,2495.77
2016-03-17,457567.2,81379.46,391174.89,538946.66,3265.75,2495.78
2016-03-18,457567.2,86593.33,396306.03,544160.53,3264.6,2495.77
2016-03-19,457567.2,86591.56,396294.34,544158.76,3264.47,2495.77
2016-03-20,457567.2,86594.7,396315.12,544161.9,3264.71,2495.77
2016-03-21,457567.2,91614.24,401334.67,549181.44,3264.71,2495.77
2016-03-22,457567.2,87131.07,396831.65,544698.27,3264.44,2495.77
2016-03-23,457567.2,85390.02,395077.36,542957.22,3264.25,2495.77
2016-03-24,457567.2,82713.29,392426.0,540280.49,3264.6,2495.77
2016-03-25,457567.2,82719.88,392474.5,540287.08,3265.18,2495.77
2016-03-26,457567.2,82717.28,392455.35,540284.48,3264.96,2495.77
2016-03-27,457567.2,82718.49,392464.29,540285.69,3265.06,2495.77
2016-03-28,457567.2,79692.6,389438.4,537259.8,3265.06,2495.77
2016-03-29,457567.2,80810.64,390542.1,538377.84,3264.86,2495.77
2016-03-30,457567.2,85958.58,362783.57,543525.78,3291.12,2530.66
2016-03-31,457567.2,89684.44,341205.37,547251.64,3355.16,2659.66
2016-04-01,457567.2,83536.98,324566.8,541104.18,3361.85,2659.66
2016-04-02,457567.2,83535.21,324554.0,541102.41,3361.7,2659.66
2016-04-03,457567.2,83533.97,324545.04,541101.17,3361.59,2659.66
2016-04-04,457567.2,86713.24,327724.3,544280.44,3361.59,2659.66
2016-04-05,457567.2,82868.63,323875.29,540435.83,3361.53,2659.66
2016-04-06,457567.2,89922.92,317904.83,547490.12,3380.95,2694.66
2016-04-07,457567.2,80857.62,292336.08,538424.82,3398.97,2712.11
2016-04-08,457567.2,81768.57,293269.08,539335.77,3399.27,2712.11
2016-04-09,457567.2,81767.07,293260.97,539334.27,3399.18,2712.11
2016-04-10,457567.2,81768.82,293270.44,539336.02,3399.29,2712.11
2016-04-11,457567.2,90982.04,292936.16,548549.24,3451.79,2712.11
2016-04-12,457567.2,89907.74,291819.94,547474.94,3451.21,2712.1
2016-04-13,457567.2,96953.43,311491.16,554520.63,3457.76,2725.11
2016-04-14,457567.2,97988.43,312160.88,555555.63,3489.44,2725.11
2016-04-15,457567.2,99443.65,313621.61,557010.85,3489.52,2725.11
2016-04-16,457567.2,99436.14,313588.74,557003.34,3489.16,2725.1
2016-04-17,457567.2,99439.41,313603.04,557006.61,3489.32,2725.11
2016-04-18,457567.2,97406.62,320543.7,554973.82,3502.92,2760.11
2016-04-19,457567.2,100382.39,343138.95,557949.59,3509.85,2780.11
2016-04-20,457567.2,103759.72,364460.97,561326.92,3516.69,2798.11
2016-04-21,457567.2,105906.55,394923.65,563473.75,3530.05,2827.11
2016-04-22,457567.2,104680.37,371681.19,562247.57,3538.49,2827.11
2016-04-23,457567.2,104680.37,371681.19,562247.57,3538.49,2827.11
2016-04-24,457567.2,104678.07,371673.98,562245.27,3538.4,2827.11
2016-04-25,457567.2,103388.39,361805.96,560955.59,3550.06,2837.11
2016-04-26,457567.2,100377.61,337703.08,557944.81,3562.39,2859.11
2016-04-27,457567.2,99473.74,336796.76,557040.94,3562.35,2859.11
2016-04-28,457567.2,97970.74,335299.49,555537.94,3562.46,2859.11
2016-04-29,457567.2,98630.91,335966.21,556198.11,3562.58,2859.11
2016-04-30,457567.2,98631.67,335968.62,556198.87,3562.61,2859.11
2016-05-01,457567.2,98630.52,335965.01,556197.72,3562.56,2859.11
2016-05-02,457567.2,97994.44,335328.93,555561.64,3562.56,2859.11
2016-05-03,457567.2,94686.61,332044.02,552253.81,3562.99,2859.11
2016-05-04,457567.2,90264.41,327648.03,547831.61,3563.49,2859.11
2016-05-05,457567.2,85941.28,343031.79,543508.48,3587.46,2880.39
2016-05-06,457567.2,80947.38,369875.63,538514.58,3606.52,2914.39
2016-05-07,457567.2,80940.6,369849.2,538507.8,3606.15,2914.39
2016-05-08,457567.2,80736.56,386424.62,538303.76,3624.36,2931.84
2016-05-09,457567.2,75489.28,373751.41,533056.48,3630.43,2939.84
2016-05-10,457567.2,77479.84,375764.9,535047.04,3630.86,2939.85
2016-05-11,457567.2,79424.42,387220.74,536991.62,3636.83,2949.84
2016-05-12,457567.2,74274.26,349978.79,531841.46,3657.32,2973.84
2016-05-13,457567.2,72689.65,357123.63,530256.85,3663.34,2982.84
2016-05-14,457567.2,72704.4,357169.45,530271.6,3664.02,2982.85
2016-05-15,457567.2,72704.73,357170.49,530271.93,3664.04,2982.85
2016-05-16,457567.2,77702.01,329683.46,535269.21,3672.51,2982.85
2016-05-17,457567.2,82827.83,362089.71,540395.03,3703.51,2982.85
2016-05-18,457567.2,87029.09,366283.94,544596.29,3703.34,2982.84
2016-05-19,457567.2,81953.64,350014.14,539520.84,3734.05,3024.85
2016-05-20,457567.2,84759.65,364102.44,542326.85,3741.02,3036.85
2016-05-21,457567.2,84760.08,364103.52,542327.28,3741.03,3036.85
2016-05-22,457567.2,84753.09,364086.3,542320.29,3740.78,3036.85
2016-05-23,457567.2,88840.59,365752.57,546407.79,3782.78,3103.62
2016-05-24,457567.2,92162.54,369078.35,549729.74,3782.87,3103.62
2016-05-25,457567.2,97041.79,373948.68,554608.99,3814.61,3103.62
2016-05-26,457567.2,97628.25,374519.8,555195.45,3814.23,3103.62
2016-05-27,457567.2,106247.74,382978.88,563814.94,3845.68,3103.62
2016-05-28,457567.2,106250.0,382983.7,563817.2,3845.74,3103.62
2016-05-29,457567.2,106250.57,382984.9,563817.77,3845.76,3103.62
2016-05-30,457567.2,104697.3,393229.9,562264.5,3899.76,3161.09
2016-05-31,457567.2,108248.02,374387.36,565815.22,3940.31,3183.09
2016-06-01,457567.2,101677.46,322297.65,559244.66,3975.54,3202.09
2016-06-02,457567.2,102373.66,322996.13,559940.86,3975.67,3202.09
2016-06-03,457567.2,98816.08,319439.42,556383.28,3975.72,3202.09
2016-06-04,457567.2,98803.02,319417.24,556370.22,3975.19,3202.09
2016-06-05,457567.2,98803.84,319418.63,556371.04,3975.23,3202.09
2016-06-06,457567.2,106428.05,281695.0,563995.25,4074.51,3466.32
2016-06-07,457567.2,112561.82,311035.0,570129.02,4092.97,3490.94
2016-06-08,457567.2,109957.24,348610.0,567524.44,4117.96,3531.94
2016-06-09,457567.2,109929.66,348610.0,567496.86,4116.87,3531.94
2016-06-10,457567.2,101229.6,339395.0,558796.8,4116.94,3588.96
2016-06-11,457567.2,101239.94,339395.0,558807.14,4117.34,3588.96
2016-06-12,457567.2,101476.06,351215.0,559043.26,4135.19,3601.27
2016-06-13,457567.2,92646.06,342385.0,550213.26,4135.19,3601.27
2016-06-14,457567.2,92199.63,420930.0,549766.83,4217.86,3685.4
2016-06-15,457567.2,98458.6,427195.0,556025.8,4217.63,3685.4
2016-06-16,457567.2,88824.88,431150.0,546392.08,4235.56,3699.76
2016-06-17,457567.2,95364.63,417020.0,552931.83,4242.57,3720.76
2016-06-18,457567.2,95370.23,417020.0,552937.43,4242.79,3720.76
2016-06-19,457567.2,95365.06,417020.0,552932.26,4242.59,3720.76
2016-06-20,457567.2,101135.47,441650.0,558702.67,4294.11,3829.83
2016-06-21,457567.2,107227.62,447740.0,564794.82,4294.19,3829.83
2016-06-22,457567.2,113555.87,484245.0,571123.07,4367.65,4123.26
2016-06-23,457567.2,113310.79,515925.0,570877.99,4457.55,4197.13
2016-06-24,457567.2,102190.56,492540.0,559757.76,4475.4,4210.46
2016-06-25,457567.2,102194.44,492540.0,559761.64,4475.55,4210.46
2016-06-26,457567.2,102207.8,492540.0,559775.0,4476.08,4210.46
2016-06-27,457567.2,102367.8,492700.0,559935.0,4476.08,4210.46
2016-06-28,457567.2,102429.8,492765.0,559997.0,4475.96,4210.46
2016-06-29,457567.2,107562.9,497905.0,565130.1,4475.69,4210.46
2016-06-30,457567.2,117456.16,507800.0,575023.36,4475.62,4210.46
2016-07-01,457567.2,117457.46,507800.0,575024.66,4475.67,4210.46
2016-07-02,457567.2,117454.01,507800.0,575021.21,4475.53,4210.46
2016-07-03,457567.2,117455.3,507800.0,575022.5,4475.59,4210.46
2016-07-04,457567.2,125580.31,515925.0,583147.51,4475.59,4210.46
2016-07-05,457567.2,117812.23,515025.0,575379.43,4526.55,4544.92
2016-07-06,457567.2,113883.1,511095.0,571450.3,4526.59,4544.92
2016-07-07,457567.2,117348.53,514560.0,574915.73,4526.6,4544.92
2016-07-08,457567.2,117839.39,515050.0,575406.59,4526.64,4544.92
2016-07-09,457567.2,117835.94,515050.0,575403.14,4526.5,4544.92
2016-07-10,457567.2,117835.08,515050.0,575402.28,4526.47,4544.92
2016-07-11,457567.2,128629.58,537850.0,586196.78,4544.47,4557.24
2016-07-12,457567.2,134569.16,543790.0,592136.36,4544.45,4557.24
2016-07-13,457567.2,135562.17,544780.0,593129.37,4544.57,4557.25
2016-07-14,457567.2,135952.68,545180.0,593519.88,4544.2,4557.24
2016-07-15,457567.2,141227.51,550460.0,598794.71,4543.99,4557.24
2016-07-16,457567.2,141224.07,550460.0,598791.27,4543.86,4557.24
2016-07-17,457567.2,141224.07,550460.0,598791.27,4543.86,4557.24
2016-07-18,457567.2,145080.36,530540.0,602647.56,4562.91,4581.88
2016-07-19,457567.2,144281.66,529740.0,601848.86,4562.96,4581.88
2016-07-20,457567.2,146188.97,546370.0,603756.17,4581.13,4597.28
2016-07-21,457567.2,147960.27,527420.0,605527.47,4599.17,4618.84
2016-07-22,457567.2,144267.79,507270.0,601834.99,4605.98,4635.84
2016-07-23,457567.2,144272.54,507270.0,601839.74,4606.16,4635.84
2016-07-24,457567.2,144273.4,507270.0,601840.6,4606.2,4635.85
2016-07-25,457567.2,146637.77,509680.0,604204.97,4631.48,4679.85
2016-07-26,457567.2,147513.88,510560.0,605081.08,4631.33,4679.84
2016-07-27,457567.2,146512.34,509555.0,604079.54,4631.46,4679.84
2016-07-28,457567.2,144851.78,493280.0,602418.98,4649.38,4695.24
2016-07-29,457567.2,137876.06,502760.0,595443.26,4661.57,4713.24
2016-07-30,457567.2,137887.26,502760.0,595454.46,4662.01,4713.24
2016-07-31,457567.2,137879.94,502760.0,595447.14,4661.72,4713.24
2016-08-01,457567.2,145529.78,502065.0,603096.98,4667.87,4722.24
2016-08-02,457567.2,144724.44,477115.0,602291.64,4687.79,4747.9
2016-08-03,457567.2,137716.18,470105.0,595283.38,4687.86,4747.9
2016-08-04,457567.2,148532.99,480930.0,606100.19,4687.53,4747.9
2016-08-05,457567.2,158726.21,501880.0,616293.41,4693.44,4758.89
2016-08-06,457567.2,158720.17,501880.0,616287.37,4693.2,4758.89
2016-08-07,457567.2,158719.74,501880.0,616286.94,4693.19,4758.89
2016-08-08,457567.2,166462.41,498840.0,624029.61,4699.52,4769.89
2016-08-09,457567.2,166920.6,499290.0,624487.8,4699.84,4769.89
2016-08-10,457567.2,163779.31,496150.0,621346.51,4699.79,4769.89
2016-08-11,457567.2,171145.61,503515.0,628712.81,4699.84,4769.89
2016-08-12,457567.2,177432.59,509805.0,634999.79,4699.72,4769.89
2016-08-13,457567.2,177433.45,509805.0,635000.65,4699.75,4769.89
2016-08-14,457567.2,177432.16,509805.0,634999.36,4699.7,4769.89
2016-08-15,457567.2,187662.16,520035.0,645229.36,4699.7,4769.89
2016-08-16,457567.2,182725.86,515100.0,640293.06,4699.65,4769.89
2016-08-17,457567.2,180326.56,512705.0,637893.76,4699.48,4769.89
2016-08-18,457567.2,187923.55,539200.0,645490.75,4717.48,4790.4
2016-08-19,457567.2,183245.97,534525.0,640813.17,4717.38,4790.4
2016-08-20,457567.2,183240.79,534525.0,640807.99,4717.18,4790.4
2016-08-21,457567.2,183240.79,534525.0,640807.99,4717.18,4790.4
2016-08-22,457567.2,184136.65,535420.0,641703.85,4717.21,4790.4
2016-08-23,457567.2,178222.52,529505.0,635789.72,4717.24,4790.4
2016-08-24,457567.2,170108.38,521390.0,627675.58,4717.28,4790.4
2016-08-25,457567.2,166462.42,538665.0,624029.62,4753.52,4812.96
2016-08-26,457567.2,166093.9,523290.0,623661.1,4760.14,4828.96
2016-08-27,457567.2,166099.94,523290.0,623667.14,4760.38,4828.96
2016-08-28,457567.2,162505.39,441540.0,620072.59,4952.99,5077.46
2016-08-29,457567.2,159883.11,428915.0,617450.31,4959.26,5088.46
2016-08-30,457567.2,166382.95,435420.0,623950.15,4959.06,5088.46
2016-08-31,457567.2,165959.28,455005.0,623526.48,4977.47,5109.0
2016-09-01,457567.2,167525.54,469690.0,625092.74,4995.16,5123.35
2016-09-02,457567.2,174311.21,476480.0,631878.41,4994.99,5123.35
2016-09-03,457567.2,174311.21,476480.0,631878.41,4994.99,5123.35
2016-09-04,457567.2,174311.21,476480.0,631878.41,4994.99,5123.35
2016-09-05,457567.2,184300.36,486470.0,641867.56,4994.96,5123.35
2016-09-06,457567.2,193661.23,495830.0,651228.43,4994.99,5123.35
2016-09-07,457567.2,192716.22,494885.0,650283.42,4994.99,5123.35
2016-09-08,457567.2,194968.8,497135.0,652536.0,4995.09,5123.35
2016-09-09,457567.2,202106.4,504270.0,659673.6,4995.2,5123.35
2016-09-10,457567.2,202107.26,504270.0,659674.46,4995.23,5123.35
2016-09-11,457567.2,202415.83,518510.0,659983.03,5013.21,5137.73
2016-09-12,457567.2,179887.17,540927.0,637454.37,5042.29,5185.48
2016-09-13,457567.2,174140.01,521452.0,631707.21,5091.86,5199.84
2016-09-14,457567.2,174306.88,521618.0,631874.08,5091.89,5199.84
2016-09-15,457567.2,180554.73,527868.0,638121.93,5091.81,5199.84
2016-09-16,457567.2,180556.02,527868.0,638123.22,5091.86,5199.84
2016-09-17,457567.2,180559.47,527868.0,638126.67,5091.99,5199.85
2016-09-18,457567.2,180559.47,527868.0,638126.67,5091.99,5199.85
2016-09-19,457567.2,189386.88,536698.0,646954.08,5091.89,5199.84
2016-09-20,457567.2,188474.58,535790.0,646041.78,5091.72,5199.84
2016-09-21,457567.2,192308.85,539626.0,649876.05,5091.66,5199.84
2016-09-22,457567.2,196639.54,543961.0,654206.74,5091.49,5199.84
2016-09-23,457567.2,192023.95,551449.0,649591.15,5097.82,5212.84
2016-09-24,457567.2,192027.39,551449.0,649594.59,5097.96,5212.84
2016-09-25,457567.2,192026.53,551449.0,649593.73,5097.93,5212.84
2016-09-26,457567.2,176895.45,502430.0,634462.65,5125.09,5247.76
2016-09-27,457567.2,182301.74,507838.0,639868.94,5125.02,5247.76
2016-09-28,457567.2,179267.01,504805.0,636834.21,5124.95,5247.76
2016-09-29,457567.2,181350.97,506895.0,638918.17,5124.71,5247.76
2016-09-30,457567.2,172816.6,513743.0,630383.8,5143.05,5264.17
2016-10-01,457567.2,172815.31,513743.0,630382.51,5143.0,5264.17
2016-10-02,457567.2,172818.76,513743.0,630385.96,5143.14,5264.17
2016-10-03,457567.2,174769.19,515693.0,632336.39,5143.15,5264.17
2016-10-04,457567.2,180078.18,521002.0,637645.38,5143.15,5264.17
2016-10-05,457567.2,178058.62,518982.0,635625.82,5143.17,5264.17
2016-10-06,457567.2,182833.64,522962.0,640400.84,5143.29,5264.18
2016-10-07,457567.2,183155.95,523280.0,640723.15,5143.46,5264.18
2016-10-08,457567.2,183155.95,523280.0,640723.15,5143.46,5264.18
2016-10-09,457567.2,183154.22,523280.0,640721.42,5143.39,5264.18
2016-10-10,457567.2,182865.95,550640.0,640433.15,5165.54,5292.92
2016-10-11,457567.2,177349.94,572174.0,634917.14,5187.14,5321.65
2016-10-12,457567.2,173713.37,568540.0,631280.57,5187.04,5321.65
2016-10-13,457567.2,165868.81,517217.0,623436.01,5262.22,5420.19
2016-10-14,457567.2,169376.54,470399.0,626943.74,5290.08,5472.87
2016-10-15,457567.2,169376.54,470399.0,626943.74,5290.08,5472.87
2016-10-16,457567.2,169376.54,470399.0,626943.74,5290.08,5472.87
2016-10-17,457567.2,164704.94,422696.0,622272.14,5327.03,5517.22
2016-10-18,457567.2,175204.92,433196.0,632772.12,5327.03,5517.22
2016-10-19,457567.2,171847.03,445640.0,629414.23,5344.76,5534.64
2016-10-20,457567.2,171692.06,445482.0,629259.26,5344.88,5534.64
2016-10-21,457567.2,171694.21,445482.0,629261.41,5344.96,5534.64
2016-10-22,457567.2,171689.9,445482.0,629257.1,5344.79,5534.64
2016-10-23,457567.2,171689.9,445482.0,629257.1,5344.79,5534.64
2016-10-24,457567.2,175318.48,449108.0,632885.68,5344.89,5534.64
2016-10-25,457567.2,176889.59,493724.0,634456.79,5378.99,5578.8
2016-10-26,457567.2,166627.15,499424.0,624194.35,5391.08,5595.8
2016-10-27,457567.2,160353.96,493156.0,617921.16,5390.88,5595.8
2016-10-28,457567.2,156814.52,489620.0,614381.72,5390.74,5595.8
2016-10-29,457567.2,156818.4,489620.0,614385.6,5390.9,5595.8
2016-10-30,457567.2,153785.15,446100.0,611352.35,5423.4,5637.9
2016-10-31,457567.2,153794.0,446108.0,611361.2,5423.43,5637.9
2016-11-01,457567.2,157671.9,415072.0,615239.1,5444.52,5695.9
2016-11-02,457567.2,150175.35,407572.0,607742.55,5444.65,5695.9
2016-11-03,457567.2,151010.49,408408.0,608577.69,5444.62,5695.9
2016-11-04,457567.2,154029.93,411424.0,611597.13,5444.76,5695.9
2016-11-05,457567.2,154028.2,411424.0,611595.4,5444.69,5695.9
2016-11-06,457567.2,154030.79,411424.0,611597.99,5444.79,5695.9
2016-11-07,457567.2,155406.8,412800.0,612974.0,5444.79,5695.9
2016-11-08,457567.2,162048.65,482042.0,619615.85,5505.26,5761.13
2016-11-09,457567.2,154548.61,540058.0,612115.81,5555.15,5830.43
2016-11-10,457567.2,163515.79,572890.0,621082.99,5609.35,5857.07
2016-11-11,457567.2,159172.27,568540.0,616739.47,5609.61,5857.08
2016-11-12,457567.2,159170.98,568540.0,616738.18,5609.55,5857.08
2016-11-13,457567.2,159170.98,568540.0,616738.18,5609.55,5857.08
2016-11-14,457567.2,156634.09,566004.0,614201.29,5609.52,5857.08
2016-11-15,457567.2,161597.25,570968.0,619164.45,5609.49,5857.08
2016-11-16,457567.2,167460.81,576832.0,625028.01,5609.47,5857.08
2016-11-17,457567.2,168750.07,585524.0,626317.27,5627.28,5865.27
2016-11-18,457567.2,173224.38,604534.0,630791.58,5634.07,5880.28
2016-11-19,457567.2,173221.36,604534.0,630788.56,5633.95,5880.27
2016-11-20,457567.2,173221.79,604534.0,630788.99,5633.97,5880.27
2016-11-21,457567.2,183708.34,615024.0,641275.54,5633.84,5880.27
2016-11-22,457567.2,189957.04,615328.0,647524.24,5651.87,5886.43
2016-11-23,457567.2,192086.73,616024.0,649653.93,5669.94,5888.47
2016-11-24,457567.2,198385.16,622322.0,655952.36,5669.95,5888.47
2016-11-25,457567.2,200408.14,624348.0,657975.34,5669.84,5888.47
2016-11-26,457567.2,200407.71,624348.0,657974.91,5669.82,5888.47
2016-11-27,457567.2,200409.0,624348.0,657976.2,5669.87,5888.47
2016-11-28,457567.2,202266.9,614218.0,659834.1,5705.77,5917.19
2016-11-29,457567.2,196363.49,608312.0,653930.69,5705.87,5917.19
2016-11-30,457567.2,197315.22,609262.0,654882.42,5705.94,5917.19
2016-12-01,457567.2,204120.32,605316.0,661687.52,5770.09,5980.8
2016-12-02,457567.2,201983.56,611274.0,659550.76,5787.91,5990.01
2016-12-03,457567.2,201983.56,611274.0,659550.76,5787.91,5990.01
2016-12-04,457567.2,201983.99,611274.0,659551.19,5787.92,5990.01
2016-12-05,457567.2,192892.86,609930.0,650460.06,5805.96,5998.22
2016-12-06,457567.2,193936.59,610972.0,651503.79,5806.03,5998.22
2016-12-07,457567.2,196549.45,613584.0,654116.65,5806.06,5998.22
2016-12-08,457567.2,208620.15,625656.0,666187.35,5806.01,5998.22
2016-12-09,457567.2,209978.65,627002.0,667545.85,5806.5,5998.23
2016-12-10,457567.2,209980.81,627002.0,667548.01,5806.59,5998.23
